File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, CO // CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
CO,10102,St Johns,NL,47.56038,-52.7115,20160403,0.2,0.32,0.26,0.11,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160404,0.15,0.13,0.12,0.12,0.12,0.09,0.09,0.1,0.1,0.09,0.09,-999,0.13,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160405,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.21,0.16,0.16,0.15,0.1,0.12,0.12,0.14,0.21,0.24,0.16,0.14,0.12,0.11,0.12,0.22,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160406,0.09,0.12,0.07,0.07,0.07,0.21,0.1,0.1,0.09,0.09,0.08,0.13,0.13,0.13,0.14,0.15,0.16,0.14,0.15,0.15,0.13,0.14,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160407,0.13,0.13,0.12,0.12,0.12,0.14,0.16,0.19,0.15,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.16,0.16,0.16,0.15,0.16,0.19,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160408,0.15,0.15,0.14,0.13,0.15,0.16,0.16,0.17,0.18,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.17,0.19,0.18,0.17,0.16,0.18,0.17,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160409,0.22,0.25,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.14,0.2,0.15,0.15,0.14,0.13,0.13,0.11,0.11,0.13,0.14,0.21
CO,10102,St Johns,NL,47.56038,-52.7115,20160410,0.14,0.24,0.27,0.18,0.14,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.13,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160411,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160412,0.13,0.13,0.13,0.13,0.15,0.17,0.22,0.24,0.19,0.18,0.17,0.17,0.18,0.16,0.23,0.25,0.24,0.19,0.25,0.2,0.25,0.22,0.19,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160413,0.16,0.13,0.12,0.13,0.12,0.13,0.16,0.21,0.18,0.2,0.18,0.18,0.21,0.22,0.18,0.2,0.24,0.27,0.21,0.23,0.25,0.27,0.29,0.19
CO,10102,St Johns,NL,47.56038,-52.7115,20160414,0.15,0.15,0.14,0.13,0.13,0.13,0.16,0.23,0.14,0.17,0.18,0.18,0.21,0.18,0.23,0.22,0.3,0.21,0.22,0.25,0.17,0.21,0.27,0.29
CO,10102,St Johns,NL,47.56038,-52.7115,20160415,0.19,0.13,0.15,0.13,0.13,0.12,0.13,0.15,0.17,0.14,0.15,0.19,0.17,0.17,0.17,0.25,0.23,0.24,0.24,0.24,0.24,0.38,0.18,0.18
CO,10102,St Johns,NL,47.56038,-52.7115,20160416,0.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,10102,St Johns,NL,47.56038,-52.7115,20160417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,10102,St Johns,NL,47.56038,-52.7115,20160418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,10102,St Johns,NL,47.56038,-52.7115,20160419,-999,-999,-999,-999,-999,-999,-999,-999,0.22,0.2,0.21,0.2,0.21,0.2,0.17,0.21,0.23,0.16,0.19,0.16,0.19,0.19,0.21,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160420,0.14,0.17,0.13,0.12,0.12,0.13,0.13,0.13,0.15,0.14,0.13,0.14,0.19,0.17,0.14,0.13,0.16,0.14,0.15,0.15,0.16,0.17,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160421,0.14,0.15,0.15,0.15,0.15,0.31,0.51,0.17,0.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,10102,St Johns,NL,47.56038,-52.7115,20160422,0.23,0.22,0.22,0.22,0.21,0.22,0.24,0.24,0.23,0.25,0.2,0.15,0.17,0.2,0.17,0.22,0.21,0.17,0.21,0.19,0.18,0.21,0.25,0.24
CO,10102,St Johns,NL,47.56038,-52.7115,20160423,0.29,0.25,0.33,0.15,0.13,0.13,0.15,0.17,0.18,0.23,0.18,0.25,0.2,0.19,0.18,0.24,0.26,0.26,0.22,0.22,0.23,0.27,0.22,0.25
CO,10102,St Johns,NL,47.56038,-52.7115,20160424,0.32,0.3,0.19,0.15,0.15,0.15,0.18,0.17,0.18,0.16,0.15,0.2,0.25,0.19,0.25,0.18,0.18,0.15,0.14,0.13,0.12,0.12,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160425,0.11,0.11,0.1,0.1,0.1,0.1,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.18,0.15,0.15,0.16,0.17,0.16,0.17,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160426,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.17,0.16,0.18,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160427,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.12,0.16,0.18,0.19,0.19,0.16,0.15,0.15,0.18,0.21,0.22,0.19,0.17,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160428,0.16,0.16,0.15,0.17,0.17,0.17,0.19,0.21,0.19,0.2,0.19,0.18,0.19,0.19,0.22,0.21,0.21,0.17,0.19,0.17,0.32,0.21,0.18,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160429,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160430,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.2,0.19,0.21,0.25,0.19,0.23,0.26,0.24,0.23,0.22
CO,10102,St Johns,NL,47.56038,-52.7115,20160501,0.26,0.25,0.26,0.24,0.22,0.22,0.22,0.17,0.17,0.13,0.15,0.15,0.17,0.18,0.17,0.19,0.17,0.18,0.17,0.18,0.15,0.13,0.16,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160502,0.17,0.15,0.14,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.14,0.15,0.12,0.14,0.2,0.19,0.16,0.2,0.14,0.13,0.13,0.13,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160503,0.11,0.11,0.11,0.11,0.11,0.13,0.15,0.14,0.19,0.11,0.11,0.13,0.12,0.12,0.13,0.14,0.13,0.12,0.16,0.15,0.12,0.12,0.11,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160504,0.12,0.11,0.11,0.11,0.11,0.11,0.14,0.16,0.14,0.12,0.12,0.12,0.12,0.2,0.17,0.2,0.28,0.19,0.22,0.21,0.15,0.15,0.13,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160505,0.16,0.13,0.11,0.12,0.12,0.11,0.14,0.16,0.14,0.17,0.17,0.17,0.22,0.19,0.21,0.22,0.25,0.25,0.18,0.19,0.2,0.18,0.18,0.2
CO,10102,St Johns,NL,47.56038,-52.7115,20160506,0.17,0.24,0.19,0.13,0.13,0.11,0.15,0.21,0.21,0.24,0.4,0.32,0.61,0.13,0.08,0.08,0.09,0.09,0.09,0.1,0.11,0.11,0.11,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160507,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.15,0.16,0.16,0.16,0.21,0.18,0.22,0.24,0.21,0.21,0.21,0.23,0.29,0.31,0.32,0.26
CO,10102,St Johns,NL,47.56038,-52.7115,20160508,0.26,0.43,0.12,0.11,0.1,0.11,0.13,0.11,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160509,0.1,0.1,0.1,0.1,0.1,0.07,0.09,0.1,0.09,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160510,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160511,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.15,0.11,0.12,0.12,0.11,0.11,0.11,0.14,0.22,0.17,0.13,0.16,0.24,0.19,0.13,0.13,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160512,0.13,0.13,0.12,0.11,0.12,0.13,0.13,0.17,0.12,0.14,0.11,0.13,0.13,0.14,0.17,0.23,0.18,0.16,0.16,0.18,0.16,0.19,0.15,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160513,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.15,0.16,0.17,0.15,0.13,0.13,0.13,0.14,0.12,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160514,0.13,0.13,0.15,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.14,0.14,0.17,0.2,0.23,0.23,0.19,0.21,0.22
CO,10102,St Johns,NL,47.56038,-52.7115,20160515,0.22,0.26,0.17,0.13,0.13,0.14,0.14,0.15,0.18,0.14,0.16,0.16,0.16,0.19,0.25,0.2,0.2,0.18,0.16,0.2,0.15,0.14,0.17,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160516,0.11,0.11,0.11,0.11,0.1,0.08,0.08,0.13,0.15,0.16,0.15,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160517,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.12,0.12,0.11,0.13,0.14,0.13,0.14,0.15,0.13,0.13,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160518,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.14,0.22,0.18,0.21,0.23,0.22,0.2,0.2,0.2
CO,10102,St Johns,NL,47.56038,-52.7115,20160519,0.16,0.14,0.15,0.14,0.13,0.14,0.12,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.16,0.19,0.19,0.14,0.13,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160520,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.2,0.31,0.34,0.16,0.14,0.13,0.14,0.15,0.18,0.15,0.16,0.18,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160521,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.22,0.23,0.13,0.19,0.23,0.19,0.29,0.2,0.18,0.23,0.17,0.23,0.2
CO,10102,St Johns,NL,47.56038,-52.7115,20160522,0.26,0.24,0.25,0.14,0.11,0.11,0.11,0.11,0.21,0.13,0.12,0.15,0.17,0.22,0.23,0.18,0.16,0.14,0.13,0.13,0.13,0.12,0.13,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160523,0.12,0.13,0.11,0.11,0.1,0.07,0.05,0.05,0.05,0.06,0.1,0.11,0.13,0.16,0.19,0.17,0.21,0.25,0.23,0.24,0.27,0.23,0.17,0.18
CO,10102,St Johns,NL,47.56038,-52.7115,20160524,0.16,0.18,0.13,0.13,0.13,0.13,0.18,0.28,0.31,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.14,0.15,0.15,0.11,0.1,0.09
CO,10102,St Johns,NL,47.56038,-52.7115,20160525,0.08,0.08,0.07,0.08,0.11,0.12,0.18,0.31,0.07,0.07,0.07,0.11,0.15,0.09,0.09,0.1,0.11,0.12,0.11,0.14,0.25,0.17,0.11,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160526,0.1,0.12,0.12,0.1,0.11,0.11,0.13,0.17,0.21,0.24,0.23,0.14,-999,0.17,0.18,0.25,0.2,0.17,0.16,0.17,0.18,0.15,0.15,0.19
CO,10102,St Johns,NL,47.56038,-52.7115,20160527,0.15,0.15,0.14,0.11,0.12,0.11,0.11,0.15,0.12,0.13,0.13,0.14,0.17,0.15,0.19,0.21,0.24,0.19,0.22,0.18,0.22,0.17,0.2,0.2
CO,10102,St Johns,NL,47.56038,-52.7115,20160528,0.15,0.14,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.1,0.12,0.12,0.11,0.12,0.14,0.13,0.15,0.15,0.15,0.16,0.17,0.2
CO,10102,St Johns,NL,47.56038,-52.7115,20160529,0.2,0.55,0.18,0.14,0.11,0.1,0.11,0.12,0.12,0.12,0.13,0.18,0.17,0.14,0.15,0.14,0.15,0.17,0.17,0.32,0.14,0.26,0.24,0.25
CO,10102,St Johns,NL,47.56038,-52.7115,20160530,0.2,0.15,0.16,0.15,0.24,0.18,0.18,0.19,0.17,0.15,0.13,0.16,0.13,0.13,0.12,0.16,0.16,0.23,0.19,0.16,0.13,0.12,0.11,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160531,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.12,0.2,0.47,0.3,0.28,0.38,0.28,0.26,0.17,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160601,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.12,0.15,0.12,0.12,0.13,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.2,0.14,0.15,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160602,0.14,0.16,0.12,0.12,0.12,0.12,0.12,0.17,0.11,0.12,0.14,0.12,0.12,0.11,0.19,0.15,0.19,0.18,0.19,0.23,0.28,0.19,0.2,0.16
CO,10102,St Johns,NL,47.56038,-52.7115,20160603,0.15,0.12,0.12,0.12,0.14,0.15,0.19,0.12,0.1,0.09,0.1,0.19,0.21,0.22,0.19,0.23,0.18,0.24,0.21,0.21,0.22,0.27,0.21,0.24
CO,10102,St Johns,NL,47.56038,-52.7115,20160604,0.29,0.27,0.23,0.14,0.1,0.1,0.1,0.12,0.12,0.13,0.17,0.19,0.22,0.15,0.13,0.24,0.19,0.2,0.21,0.25,0.18,0.33,0.18,0.25
CO,10102,St Johns,NL,47.56038,-52.7115,20160605,0.21,0.15,0.2,0.15,0.11,0.1,0.1,0.1,0.13,0.13,0.12,0.12,0.14,0.16,0.18,0.16,0.15,0.19,0.2,0.22,0.22,0.32,0.16,0.32
CO,10102,St Johns,NL,47.56038,-52.7115,20160606,0.12,0.09,0.1,0.09,0.09,0.1,0.1,0.12,0.16,0.59,0.38,0.16,0.22,0.23,0.18,0.19,0.21,0.17,0.21,0.21,0.15,0.14,0.29,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160607,0.12,0.13,0.1,0.09,0.1,0.1,0.12,0.12,0.13,0.11,0.09,0.09,0.1,0.11,0.1,0.14,0.13,0.12,0.12,0.14,0.11,0.11,0.11,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160608,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.09,0.12,0.11,0.12,0.12,0.14,0.12,0.11,0.13,0.15,0.13,0.16,0.15,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160609,0.17,0.14,0.1,0.1,0.1,0.09,0.1,0.15,0.16,0.18,0.19,0.21,0.22,0.29,0.27,0.21,0.26,0.35,0.3,0.14,0.15,0.17,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160610,0.15,0.21,0.13,0.12,0.11,0.1,0.12,0.16,0.12,0.13,0.29,0.21,0.27,0.24,0.22,0.26,0.21,0.22,0.13,0.15,0.13,0.14,0.13,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160611,0.15,0.16,0.17,0.11,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.14,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160612,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.13,0.12,0.12,0.14,0.12,0.13,0.15,0.23,0.21,0.18,0.22,0.24,0.28,0.25,0.2,0.16,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160613,0.11,0.21,0.11,0.1,0.1,0.08,0.09,0.13,0.11,0.13,0.14,0.15,0.18,0.16,0.2,0.14,0.19,0.16,0.16,0.16,0.17,0.24,0.12,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160614,0.11,0.1,0.1,0.1,0.1,0.1,0.12,0.24,0.17,0.38,0.26,0.12,0.15,0.13,0.1,0.14,0.31,0.21,0.22,0.22,0.18,0.17,0.23,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160615,0.13,0.13,0.12,0.12,0.12,0.12,0.17,0.22,0.17,0.12,0.17,0.13,0.09,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.11,0.1,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160616,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.1,0.11,0.11,0.15,0.18,0.25,0.54,0.26,0.16,0.13,0.15,0.13,0.13,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160617,0.11,0.1,0.1,0.1,0.1,0.09,0.11,0.11,0.13,0.15,0.16,0.19,0.21,0.18,0.2,0.36,0.44,0.27,0.26,0.21,0.41,0.16,0.12,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160618,0.11,0.12,0.15,0.1,0.09,0.09,0.09,0.09,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.13,0.12,0.15,0.16,0.26,0.3,0.23,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160619,0.14,0.11,0.12,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.1,0.09
CO,10102,St Johns,NL,47.56038,-52.7115,20160620,0.09,0.09,0.09,0.09,0.08,0.06,0.06,0.08,0.07,0.08,0.09,0.12,0.12,0.12,0.13,0.14,0.15,0.14,0.16,0.16,0.14,0.13,0.11,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160621,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09
CO,10102,St Johns,NL,47.56038,-52.7115,20160622,0.09,0.09,0.08,0.09,0.08,0.07,0.08,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160623,0.1,0.1,0.1,0.1,0.1,0.07,0.09,0.1,0.09,0.09,0.1,0.11,0.11,0.11,0.11,0.12,0.14,0.13,0.14,0.17,0.12,0.13,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160624,0.1,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.12,0.14,0.14,0.14,0.16,0.17,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160625,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.09,0.13,0.25,0.21,0.15,0.19,0.25,0.41,0.21,0.3,0.31,0.24,0.18
CO,10102,St Johns,NL,47.56038,-52.7115,20160626,0.15,0.13,0.12,0.11,0.09,0.1,0.11,0.11,0.1,0.12,0.1,0.1,0.12,0.13,0.15,0.13,0.13,0.14,0.15,0.15,0.17,0.12,0.12,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160627,0.1,0.11,0.13,0.09,0.1,0.05,0.05,0.04,0.04,0.04,0.03,0.09,0.09,0.09,0.1,0.09,0.12,0.13,0.14,0.14,0.14,0.13,0.13,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160628,0.12,0.12,0.13,0.12,0.12,0.1,0.09,0.09,0.09,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.08,0.1,0.1,0.1,0.11,0.09,0.09,0.09
CO,10102,St Johns,NL,47.56038,-52.7115,20160629,0.08,0.08,0.08,0.08,0.08,0.05,0.05,0.06,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.1,0.11,0.13,0.13,0.15,0.16,0.18,0.12,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160630,0.11,0.11,0.11,0.1,0.1,0.08,0.07,0.08,0.08,0.07,0.07,0.1,0.1,0.1,0.1,0.11,0.11,0.13,0.15,0.16,0.14,0.12,0.12,0.12
CO,10102,St Johns,NL,47.56038,-52.7115,20160701,0.11,0.1,0.1,0.1,0.09,0.07,0.07,0.07,0.07,0.07,0.09,0.13,0.12,0.12,0.1,0.11,0.13,0.13,0.17,0.18,0.16,0.17,0.16,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160702,0.14,0.14,0.14,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.22,0.16,0.18,0.18,0.2,0.19,0.17,0.23,0.24,0.14,0.14,0.14,0.13,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160703,0.13,0.21,0.16,0.16,0.11,0.1,0.1,0.1,0.12,0.12,0.13,0.1,0.11,0.13,0.13,0.13,0.11,0.13,0.12,0.2,0.12,0.1,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160704,0.09,0.09,0.08,0.09,0.09,0.06,0.06,0.05,0.04,0.03,0.04,0.09,0.1,0.12,0.1,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160705,0.13,0.13,0.13,0.13,0.12,0.08,0.08,0.08,0.07,0.08,0.07,0.09,0.09,0.1,0.11,0.14,0.17,0.22,0.22,0.25,0.22,0.21,0.16,0.15
CO,10102,St Johns,NL,47.56038,-52.7115,20160706,0.15,0.15,0.14,0.13,0.13,0.09,0.08,0.11,0.11,0.24,0.12,0.12,0.12,0.12,0.13,0.17,0.19,0.25,0.16,0.19,0.26,0.2,0.18,0.18
CO,10102,St Johns,NL,47.56038,-52.7115,20160707,0.17,0.16,0.12,0.12,0.12,0.09,0.08,0.1,0.11,0.12,0.12,0.1,0.1,0.12,0.11,0.11,0.09,0.14,0.14,0.16,0.2,0.13,0.12,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160708,0.13,0.12,0.12,0.09,0.09,0.07,0.07,0.09,0.09,0.09,0.08,0.14,0.18,0.15,0.18,0.15,0.19,0.14,0.16,0.13,0.17,0.15,0.14,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160709,0.14,0.2,0.15,0.14,0.15,0.14,0.13,0.13,0.1,0.26,0.14,0.12,0.14,0.17,0.13,0.17,0.14,0.16,0.12,0.13,0.14,0.14,0.13,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160710,0.12,0.15,0.16,0.09,0.08,0.08,0.07,0.07,0.1,0.09,0.1,0.1,0.15,0.15,0.13,0.14,0.11,0.16,0.14,0.13,0.14,0.15,0.1,0.13
CO,10102,St Johns,NL,47.56038,-52.7115,20160711,0.12,0.12,0.1,0.07,0.07,0.05,0.04,0.09,0.07,0.05,0.1,0.16,0.11,0.09,0.11,0.14,0.11,0.11,0.2,0.14,0.14,0.13,0.23,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160712,0.1,0.09,0.11,0.09,0.08,0.08,0.07,0.09,0.13,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.11,0.09,0.11,0.09,0.09,0.1,0.09,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160713,0.09,0.09,0.08,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.11,0.15,0.18,0.18,0.2,0.29,0.21,0.11
CO,10102,St Johns,NL,47.56038,-52.7115,20160714,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.09,0.1,0.11,0.13,0.1,0.09,0.09
CO,10102,St Johns,NL,47.56038,-52.7115,20160715,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1
CO,10102,St Johns,NL,47.56038,-52.7115,20160716,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.13,0.14,0.14,0.13,0.15,0.15,0.16,0.17,0.19,0.17,0.17,0.24,0.21,0.21,0.19,0.17
CO,10102,St Johns,NL,47.56038,-52.7115,20160717,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.15,0.16,0.15,0.12,0.14,0.17,0.18,0.2,0.31,0.21,0.28,0.26,0.31,0.29,0.31,0.19
CO,10102,St Johns,NL,47.56038,-52.7115,20160718,0.13,0.13,0.12,0.12,0.11,0.07,0.08,0.1,0.1,0.08,0.09,0.11,0.1,0.1,0.1,0.11,0.13,0.16,0.17,0.19,0.2,0.16,0.14,0.14
CO,10102,St Johns,NL,47.56038,-52.7115,20160719,0.14,0.14,0.14,0.14,0.13,0.11,0.11,0.1,0.09,0.1,0.1,0.13,0.14,0.16,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.15,0.15
