File generated on // Fichier créé sur, 2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171008,0.18,0.18,0.17,0.14,0.14,0.17,0.17,0.2,0.18,0.12,0.11,0.12,0.14,0.15,0.14,0.14,0.14,0.2,0.23,0.22,0.23,0.18,0.17,0.21
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171009,0.19,0.19,0.17,0.16,0.15,0.16,0.15,0.2,0.25,0.18,0.16,0.12,0.11,0.12,0.14,0.15,0.16,0.2,0.23,0.25,0.24,0.25,0.23,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171010,0.16,0.16,0.15,-999,0.15,0.19,0.21,0.25,0.35,0.24,0.22,0.23,0.13,0.12,0.14,0.16,0.15,0.25,0.25,0.26,0.19,0.13,0.13,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171011,0.14,0.13,0.12,0.11,0.12,0.13,0.17,0.17,0.17,0.14,0.13,0.13,0.14,0.17,0.19,0.19,0.19,0.17,0.16,0.16,0.16,0.15,0.14,0.12
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171012,0.12,0.12,0.12,0.13,0.13,0.14,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.17,0.14,0.16,0.15,0.17,0.15,0.18,0.15,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171013,0.15,0.13,0.14,-999,0.14,0.15,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.17,0.16,0.16,0.15,0.22,0.25,0.2,0.28,0.22,0.16
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171014,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.19,0.14,0.17,0.18,0.19,0.15,0.15,0.15,0.16,0.17,0.12,0.11,0.1,0.14,0.13,0.13
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171015,0.14,0.17,0.17,0.18,0.17,0.17,0.17,0.21,0.22,0.19,0.16,0.14,0.13,0.16,0.16,0.19,0.21,0.21,0.19,0.24,0.26,0.24,0.21,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171016,0.16,0.15,0.16,-999,0.18,0.18,0.18,0.17,0.18,0.15,0.16,0.16,0.2,0.18,0.17,0.18,0.19,0.17,0.21,0.19,0.19,0.17,0.15,0.13
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171017,0.14,0.18,0.17,0.17,0.16,0.19,0.2,0.2,0.2,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.18,0.2,0.17,0.14,0.13,0.14,0.13,0.1
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171018,0.1,0.15,0.15,0.15,0.14,0.17,0.19,0.22,0.2,0.17,0.16,0.17,0.16,0.25,0.22,0.19,0.24,0.22,0.32,0.23,0.19,0.19,0.15,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171019,0.13,0.16,0.15,-999,0.14,0.18,0.2,0.22,0.2,0.17,0.17,0.18,0.2,0.21,0.22,0.24,0.18,0.22,0.23,0.2,0.19,0.18,0.13,0.12
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171020,0.12,0.17,0.16,0.16,0.18,0.2,0.23,0.25,0.25,0.19,0.21,0.16,0.16,0.16,0.16,0.18,0.18,0.25,0.22,0.32,0.41,0.28,0.25,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171021,0.15,0.17,0.17,0.16,0.15,0.15,0.17,0.18,0.19,0.14,0.14,0.14,0.13,0.14,0.15,0.15,0.15,0.18,0.12,0.15,0.2,0.21,0.2,0.2
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171022,0.19,0.2,0.19,-999,0.17,0.17,0.18,0.18,0.23,0.17,0.17,0.16,0.17,0.18,0.19,0.19,0.2,0.18,0.22,0.22,0.26,0.17,0.15,0.15
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171023,0.15,0.18,0.19,0.22,0.24,0.24,0.27,0.35,0.3,0.2,0.18,0.18,0.14,0.14,0.14,0.14,0.16,0.35,0.23,0.22,0.25,0.24,0.2,0.16
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171024,0.13,0.13,0.13,0.14,0.13,0.22,0.29,0.39,0.45,0.26,0.18,0.13,0.11,0.17,0.18,0.18,0.2,0.39,0.34,0.41,0.39,0.14,0.16,0.16
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171025,0.15,0.15,0.14,-999,0.15,0.2,0.25,0.27,0.28,0.19,0.18,0.18,0.2,0.18,0.2,0.25,0.22,0.27,0.24,0.21,0.22,0.24,0.24,0.23
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171026,0.23,0.18,0.16,0.16,0.18,0.24,0.25,0.23,0.26,0.23,0.26,0.26,0.26,0.24,0.21,0.22,0.23,0.23,0.35,0.38,0.38,0.34,0.28,0.24
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171027,0.21,0.19,0.17,0.18,0.16,0.26,0.3,0.45,0.52,0.37,0.3,0.44,0.39,0.29,0.3,0.33,0.37,0.45,0.58,0.66,0.51,0.42,0.35,0.32
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171028,0.26,0.26,0.27,-999,0.25,0.25,0.28,0.44,0.71,0.48,0.41,0.28,0.31,0.33,0.35,0.42,0.42,0.44,0.54,0.49,0.44,0.38,0.33,0.31
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171029,0.31,0.27,0.27,0.23,0.22,0.22,0.22,0.29,0.5,0.34,0.35,0.26,0.26,0.22,0.15,0.15,0.28,0.29,0.32,0.31,0.31,0.21,0.21,0.21
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171030,0.18,0.16,0.16,0.15,0.16,0.2,0.25,0.41,0.48,0.2,0.17,0.26,0.26,0.25,0.26,0.19,0.22,0.41,0.39,0.39,0.37,0.31,0.27,0.23
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171031,0.25,0.26,0.23,-999,0.21,0.31,0.44,0.51,0.41,0.25,0.23,0.22,0.22,0.25,0.25,0.2,0.23,0.51,0.27,0.25,0.26,0.25,0.19,0.22
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171101,0.22,0.25,0.25,0.27,0.28,0.35,0.45,0.48,0.36,0.29,0.27,0.28,0.26,0.21,0.2,0.21,0.2,0.48,0.23,0.23,0.25,0.2,0.18,0.19
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171102,0.16,0.2,0.2,0.19,0.19,0.25,-999,-999,-999,-999,0.21,0.18,0.14,0.18,0.19,0.2,0.21,-999,0.18,0.22,0.22,0.21,0.17,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171103,0.17,0.19,0.2,-999,0.22,0.26,0.3,0.35,0.35,0.3,0.24,0.19,0.17,0.15,0.17,0.16,0.17,0.35,0.3,0.22,0.21,0.21,0.22,0.19
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171104,0.15,0.21,0.22,0.2,0.22,0.21,0.24,0.25,0.32,0.26,0.24,0.24,0.21,0.19,0.18,0.18,0.2,0.25,0.17,0.14,0.16,0.21,0.27,0.27
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171105,0.25,0.22,0.21,0.2,0.2,0.21,0.21,-999,-999,0.24,0.2,0.22,0.21,0.19,0.21,0.23,0.27,-999,0.28,0.27,0.29,0.24,0.23,0.23
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171106,0.23,0.2,0.2,-999,0.21,0.18,0.23,0.36,0.42,0.19,0.23,0.22,0.19,0.22,0.2,0.19,0.27,0.36,0.22,0.21,0.17,0.26,0.19,0.27
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171107,0.29,0.29,0.25,0.23,0.25,0.23,0.31,0.4,0.39,0.31,0.27,0.26,0.25,-999,-999,0.26,0.27,0.4,0.32,0.32,0.32,0.35,0.32,0.29
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171108,0.27,0.25,0.24,0.21,0.25,0.27,0.29,0.3,0.37,0.33,0.27,0.27,0.28,0.29,0.29,0.34,0.32,0.3,0.27,0.29,0.3,0.43,0.3,0.32
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171109,0.2,0.22,0.23,-999,0.24,0.24,0.26,-999,0.56,0.46,0.42,0.21,0.19,0.17,0.16,0.17,0.21,-999,0.19,0.2,0.21,0.18,0.17,0.13
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171110,0.12,0.21,0.26,0.25,0.23,0.21,0.26,0.32,0.31,0.24,0.19,0.19,0.21,0.17,0.15,0.16,0.19,0.32,0.27,0.3,0.3,0.4,0.42,0.32
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171111,0.32,0.32,0.29,0.33,0.14,0.13,0.19,0.25,0.3,0.14,0.13,0.19,0.14,0.11,0.15,0.24,0.17,0.25,0.15,0.12,0.11,0.15,0.14,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171112,0.15,0.11,0.12,-999,0.13,0.14,0.15,0.14,0.16,0.2,0.19,0.17,0.3,0.27,0.21,0.2,0.18,0.14,0.17,0.13,0.13,0.15,0.15,0.13
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171113,0.13,0.14,0.13,0.14,0.13,0.15,0.17,0.15,0.17,0.14,0.14,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.19,0.19,0.18
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171114,0.18,0.13,0.14,0.14,0.13,0.14,0.16,0.2,0.2,0.15,0.12,0.14,0.12,0.15,0.16,0.15,0.15,0.2,0.13,0.14,0.11,0.11,0.11,0.11
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171115,0.1,0.14,0.14,0.12,0.11,0.15,0.17,0.2,0.22,0.17,0.15,0.15,0.14,0.16,0.17,0.17,0.17,0.2,0.21,0.19,0.18,0.2,0.2,0.18
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171116,0.17,0.18,0.18,0.19,0.18,0.19,0.25,0.3,0.39,0.25,0.21,0.17,0.2,0.17,0.17,0.19,0.21,0.3,0.19,0.21,0.19,0.21,0.23,0.21
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171117,0.17,0.16,0.17,0.14,0.14,0.16,0.2,0.29,0.3,0.28,0.23,0.2,0.19,0.23,0.23,0.25,0.25,0.29,0.23,0.2,0.15,0.17,0.17,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171118,0.15,0.18,0.17,0.15,0.15,0.15,0.15,0.18,0.25,0.18,0.19,0.18,0.16,0.15,0.15,0.15,0.17,0.18,0.18,0.19,0.2,0.2,0.21,0.16
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171119,0.18,0.14,0.17,0.12,0.12,0.13,0.13,0.13,0.13,0.16,0.17,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.17,0.17,0.16,0.17,0.17,0.16
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171120,0.16,0.17,0.19,0.25,0.22,0.18,0.24,0.31,0.38,0.24,0.19,0.17,0.22,0.25,0.17,0.19,0.3,0.31,0.28,0.23,0.17,0.2,0.13,0.11
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171121,0.11,0.13,0.18,0.16,0.19,0.16,0.19,0.19,-999,0.23,0.14,0.17,0.19,0.2,0.26,0.3,0.43,0.19,0.34,0.33,0.25,0.26,0.14,0.08
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171122,0.08,0.12,0.13,0.11,0.14,0.13,0.19,0.22,0.24,0.18,0.14,0.13,0.16,0.22,0.16,0.17,0.19,0.22,0.17,0.12,0.12,0.16,0.12,0.12
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171123,0.11,0.15,0.15,0.14,0.13,0.15,0.2,0.27,0.28,0.22,0.23,0.22,0.16,0.17,0.16,0.2,0.25,0.27,0.28,0.24,0.23,0.18,0.12,0.1
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171124,0.09,0.11,0.1,0.11,0.11,0.15,0.2,0.25,0.23,0.16,0.16,0.16,0.16,0.15,0.14,0.16,0.17,0.25,0.19,0.16,0.16,0.12,0.14,0.1
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171125,0.09,0.15,0.15,0.15,0.13,0.12,0.13,0.16,0.2,0.18,0.16,0.14,0.12,0.14,0.11,0.1,0.1,0.16,0.13,0.09,0.09,0.12,0.12,0.13
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171126,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.14,0.14,0.16,0.18,0.18,0.17,0.19,0.25,0.2,0.21,0.14,0.25,0.28,0.24,0.32,0.24,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171127,0.14,0.16,0.18,0.17,0.16,0.17,0.25,0.36,0.38,0.18,0.16,0.15,0.16,0.17,0.17,0.16,0.22,0.36,0.15,0.15,0.14,0.14,0.12,0.09
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171128,0.09,0.12,0.11,0.11,0.1,0.12,0.15,0.17,0.19,0.18,0.15,0.15,0.17,0.14,0.14,0.2,0.21,0.17,0.21,0.22,0.2,0.21,0.22,0.21
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171129,0.18,0.19,0.16,0.14,0.14,0.12,0.16,0.2,0.19,0.17,0.17,0.17,0.21,0.15,0.17,0.17,0.17,0.2,0.18,0.21,0.18,0.17,0.19,0.15
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171130,0.1,0.13,0.12,0.11,0.12,0.14,0.15,0.17,0.18,0.2,0.16,0.13,0.15,0.15,0.17,0.18,0.18,0.17,0.16,0.15,0.16,0.12,0.12,0.1
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171201,0.1,0.17,0.16,0.15,0.15,0.16,0.19,0.21,0.22,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.21,0.18,0.16,0.17,0.16,0.16,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171202,0.15,0.22,0.21,0.19,0.18,0.17,0.17,0.18,0.21,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.18,0.2,0.21,0.2,0.18,0.17,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171203,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.18,0.18,0.2,0.21,0.24,0.22,0.21,0.19,0.14,0.2,0.21,0.26,0.19,0.19,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171204,0.16,0.14,0.16,0.14,0.15,0.17,0.24,-999,-999,0.32,0.24,0.15,0.16,0.15,0.15,0.16,0.17,-999,0.21,0.26,0.28,0.25,0.23,0.2
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171205,0.18,0.18,0.16,0.16,0.16,0.2,0.25,0.34,0.47,0.44,0.26,0.24,0.33,0.23,0.21,0.28,0.41,0.34,0.35,0.32,0.35,0.4,0.33,0.29
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171206,0.22,0.28,0.23,0.21,0.22,0.22,0.28,0.41,0.68,0.75,0.65,0.73,0.47,0.49,0.36,0.36,0.53,0.41,0.63,0.62,0.41,0.55,0.45,0.38
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171207,0.33,0.31,0.23,0.33,0.31,0.26,0.24,0.29,0.36,0.59,0.68,0.61,0.64,0.65,0.77,0.81,0.46,0.29,0.59,0.57,0.48,0.63,0.62,0.53
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171208,0.49,0.54,0.48,0.44,0.42,0.4,0.42,0.38,0.5,-999,0.67,0.63,0.7,0.35,0.4,0.51,0.53,0.38,0.49,0.54,0.4,0.45,0.57,0.55
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171209,0.52,0.44,0.39,0.31,0.29,0.38,0.42,0.43,0.48,0.4,0.6,0.64,0.52,0.74,0.69,0.55,0.68,0.43,0.75,0.69,0.62,0.73,0.57,0.48
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171210,0.37,0.48,0.45,0.45,0.45,0.44,0.39,0.33,0.37,0.41,0.38,0.43,0.42,0.45,0.43,0.45,0.49,0.33,0.71,0.71,0.64,0.41,0.49,0.42
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171211,0.34,0.29,0.25,0.31,0.35,0.4,0.49,0.54,0.84,1.29,1.17,0.66,0.66,0.39,0.34,0.36,0.35,0.54,0.47,0.52,0.37,0.42,0.33,0.29
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171212,0.3,0.3,0.28,0.23,0.23,0.27,0.33,0.5,0.56,0.63,0.44,0.28,0.31,0.29,0.47,0.62,0.76,0.5,0.71,0.56,0.62,0.52,0.41,0.34
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171213,0.37,0.27,0.22,0.32,0.29,0.25,0.34,0.37,0.46,0.42,0.36,0.32,0.35,0.33,0.28,0.38,0.61,0.37,0.74,0.71,0.67,0.31,0.33,0.3
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171214,0.31,0.3,0.22,0.16,0.16,0.19,0.27,0.34,0.48,0.55,0.42,0.39,0.41,0.35,0.52,0.49,0.45,0.34,0.44,0.5,0.55,0.28,0.44,0.4
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171215,0.16,0.24,0.21,0.15,0.15,0.2,0.29,0.39,0.39,0.37,0.26,0.24,0.26,0.26,0.31,0.34,0.33,0.39,0.43,0.4,0.42,0.32,0.29,0.25
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171216,0.25,0.28,0.28,0.21,0.27,0.29,0.25,0.31,0.29,0.26,0.24,0.23,0.2,0.21,0.2,0.22,0.24,0.31,0.23,0.21,0.19,0.18,0.18,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171217,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.18,0.18,0.26,0.28,0.2,0.19,0.27,0.22,0.18,0.17,0.18,0.25,0.28,0.33,0.31,0.28,0.24
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171218,0.21,0.28,0.2,0.18,0.16,0.17,0.22,0.23,0.26,0.2,0.19,0.16,0.14,0.16,0.16,0.22,0.23,0.23,0.18,0.18,0.19,0.22,0.15,0.15
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171219,0.12,0.14,0.16,0.15,0.15,0.15,0.19,0.21,0.24,0.17,0.19,0.18,0.22,0.26,0.25,0.31,0.34,0.21,0.24,0.24,0.31,0.38,0.29,0.34
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171220,0.25,0.19,0.26,0.19,0.17,0.2,0.24,0.21,0.26,0.34,0.31,0.18,0.14,0.17,0.16,0.19,0.31,0.21,0.38,0.41,0.35,0.29,0.23,0.17
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171221,0.15,0.19,0.17,0.17,0.17,0.18,0.25,0.34,0.45,0.38,0.32,0.25,0.26,0.21,0.19,0.22,0.22,0.34,0.19,0.21,0.17,0.18,0.15,0.14
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171222,0.19,0.26,0.23,0.26,0.21,0.21,0.23,0.33,0.44,0.19,0.15,0.16,0.23,0.19,0.17,0.16,0.22,0.33,0.17,0.21,0.27,0.21,0.24,0.2
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171223,0.19,0.2,0.18,0.16,0.15,0.13,0.14,0.19,0.22,0.25,0.21,0.15,0.13,0.14,0.15,0.18,0.23,0.19,0.39,0.24,0.31,0.37,0.35,0.32
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171224,0.32,0.25,0.34,0.24,0.19,0.21,0.25,0.26,0.27,0.39,0.35,0.32,0.35,0.34,0.32,0.29,0.31,0.26,0.47,0.66,0.49,0.53,0.5,0.51
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171225,0.48,0.39,0.37,0.33,0.25,0.21,0.2,0.21,0.2,0.17,0.19,0.19,0.21,0.19,0.21,0.21,0.27,0.21,0.35,0.29,0.36,0.3,0.32,0.28
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171226,0.26,0.22,0.21,0.2,0.18,0.17,0.18,0.18,0.16,0.2,0.21,0.24,0.24,0.24,0.25,0.3,0.31,0.18,0.32,0.33,0.33,0.32,0.35,0.33
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171227,0.35,0.32,0.32,0.27,0.28,0.29,0.3,0.32,0.36,0.45,0.47,0.52,0.53,0.39,0.27,0.32,0.35,0.32,0.33,0.36,0.45,0.36,0.34,0.27
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171228,0.23,0.22,0.21,0.22,0.17,0.17,0.2,0.29,0.31,0.26,0.23,0.23,0.17,0.16,0.15,0.15,0.16,0.29,0.19,0.12,0.14,0.2,0.2,0.21
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171229,0.15,0.17,0.2,0.19,0.2,0.18,0.18,0.21,0.24,0.2,0.22,0.24,0.24,0.26,0.28,0.31,0.21,0.21,0.21,0.23,0.2,0.17,0.23,0.2
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171230,0.2,0.19,0.22,0.22,0.21,0.24,0.25,-999,-999,-999,-999,0.2,0.2,0.19,0.21,0.24,0.28,-999,0.41,0.42,0.38,0.39,0.36,0.44
CO,100135,Coquitlam,BC,49.288265,-122.79157,20171231,0.43,0.35,0.34,0.33,0.3,0.28,0.27,0.24,0.23,0.24,0.26,0.26,0.26,0.27,0.25,0.23,0.23,0.24,0.46,0.57,0.3,0.29,0.33,0.37
CO,100138,Vancouver,BC,49.36861,-123.276741,20170101,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.19,0.18,-999,-999,-999,-999,-999,-999,-999,0.18,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170102,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170103,-999,-999,-999,-999,-999,0.15,0.16,0.27,0.2,0.3,0.25,0.26,0.22,0.22,0.18,0.19,0.22,0.27,0.26,0.3,0.18,0.19,0.19,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170104,0.19,0.16,0.16,0.16,0.17,0.17,0.18,0.24,0.29,0.26,0.24,0.28,0.22,0.27,0.33,0.34,0.34,0.24,0.23,0.26,0.19,0.23,0.24,0.21
CO,100138,Vancouver,BC,49.36861,-123.276741,20170105,0.21,0.17,0.16,-999,0.16,0.2,0.2,0.52,0.41,0.34,0.26,0.24,0.24,-999,-999,0.29,0.45,0.52,0.42,0.39,0.3,0.32,0.22,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170106,0.26,0.24,0.22,0.2,0.18,0.19,0.2,0.35,0.28,0.25,0.22,0.27,0.32,0.26,0.27,0.28,0.23,0.35,0.24,0.21,0.21,0.27,0.23,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170107,0.17,0.15,0.16,0.19,0.18,0.17,0.18,0.24,0.23,0.3,0.24,0.22,0.23,0.28,0.27,0.31,0.31,0.24,0.2,0.29,0.35,0.32,0.25,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170108,0.17,0.16,0.15,-999,0.16,0.19,0.18,0.21,0.21,0.29,0.2,0.18,0.23,0.3,0.26,0.21,0.26,0.21,0.26,0.25,0.27,0.28,0.21,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170109,0.17,0.16,0.16,0.16,0.16,0.15,0.17,0.18,0.22,0.18,0.21,0.19,0.2,0.18,0.22,0.28,0.34,0.18,0.26,0.22,0.16,0.17,0.26,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170110,0.14,0.15,0.13,0.12,0.12,0.15,0.17,0.23,0.28,0.24,0.26,0.26,0.24,0.21,0.21,0.33,0.21,0.23,0.21,0.21,0.23,0.17,0.17,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170111,0.17,0.15,0.15,-999,0.15,0.15,0.17,0.22,0.2,0.29,0.24,0.23,0.2,0.21,0.19,0.32,0.3,0.22,0.28,0.23,0.24,0.32,0.23,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170112,0.15,0.15,0.15,0.15,0.15,0.16,0.2,0.28,0.36,0.26,0.29,0.26,0.24,0.23,0.24,0.18,0.36,0.28,0.33,0.24,0.22,0.21,0.22,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170113,0.17,0.16,0.15,0.15,0.15,0.24,0.22,0.23,0.36,0.27,0.22,0.21,0.22,0.28,0.24,0.21,0.27,0.23,0.23,0.21,0.23,0.2,0.22,0.19
CO,100138,Vancouver,BC,49.36861,-123.276741,20170114,0.15,0.15,0.15,-999,0.15,0.15,0.15,0.18,0.2,0.27,0.21,0.24,0.25,0.25,0.31,0.35,0.35,0.18,0.31,0.32,0.23,0.31,0.26,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170115,0.18,0.21,0.17,0.16,0.17,0.21,0.26,0.3,0.29,0.41,0.24,0.36,0.42,0.33,0.36,0.32,0.46,0.3,0.5,0.66,0.42,0.37,0.25,0.27
CO,100138,Vancouver,BC,49.36861,-123.276741,20170116,0.2,0.18,0.16,0.15,0.14,0.18,0.23,0.39,0.53,0.37,0.39,0.35,0.34,0.36,0.33,0.25,0.23,0.39,0.28,0.32,0.23,0.15,0.2,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170117,0.15,0.15,0.16,-999,0.15,0.15,0.18,0.19,0.19,0.23,0.23,0.23,0.25,0.26,0.19,0.22,0.19,0.19,0.17,0.17,0.16,0.16,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170118,0.16,0.16,0.16,0.15,0.15,0.17,0.2,0.22,0.24,0.19,0.15,0.15,0.17,0.16,0.17,0.18,0.18,0.22,0.18,0.2,0.2,0.21,0.19,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170119,0.16,0.16,0.15,0.15,0.15,0.16,0.17,0.19,0.18,0.18,0.19,0.22,0.29,0.29,0.27,0.25,0.27,0.19,0.22,0.23,0.21,0.19,0.2,0.2
CO,100138,Vancouver,BC,49.36861,-123.276741,20170120,0.2,0.2,0.2,-999,0.19,0.19,0.23,0.29,0.23,0.28,0.3,0.29,0.3,0.28,0.52,0.4,0.34,0.29,0.34,0.26,0.24,0.41,0.22,0.41
CO,100138,Vancouver,BC,49.36861,-123.276741,20170121,0.19,0.16,0.16,0.15,0.17,0.17,0.18,0.19,0.21,0.23,0.33,0.24,0.24,0.28,0.37,0.24,0.28,0.19,0.28,0.29,0.27,0.24,0.29,0.2
