Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140205,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140220,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140221,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140223,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140226,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140227,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140307,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140308,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140310,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140311,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140317,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140319,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140320,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140321,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140323,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140330,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140401,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140402,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140403,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140404,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140405,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140406,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140407,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140408,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140410,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140411,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140413,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140415,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140420,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140421,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140423,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.36,0.35,0.35,0.34,0.33
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140425,0.32,0.31,0.30,0.30,0.29,0.29,0.30,0.32,0.31,0.29,0.28,0.28,0.28,0.26,0.25,0.27,0.27,0.26,0.22,0.22,0.21,0.21,0.19,0.19
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140426,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.19,0.16,0.16,0.18,0.16,0.19,0.16,0.14,0.14,0.15,0.13,0.12,0.11,0.10,0.09,0.09,0.08
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140427,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.07,0.08,0.04,0.03
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140428,0.03,0.03,0.03,0.02,0.03,0.07,0.11,0.16,0.22,0.20,0.14,0.09,0.07,0.06,0.08,0.03,0.09,0.06,0.03,0.02,0.04,0.04,0.03,0.02
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140429,0.05,0.05,0.03,0.04,0.02,0.06,0.08,0.12,0.10,0.07,0.07,0.06,0.05,0.02,0.01,0.02,0.04,-0.00,0.01,0.03,0.13,0.35,0.21,0.27
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140430,0.30,0.20,0.10,0.02,0.02,0.12,0.12,0.10,0.07,0.02,0.01,0.00,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,0.01,0.08,0.37,0.25,0.15
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140501,0.13,0.10,0.09,0.08,0.07,0.08,0.09,0.11,0.11,0.10,0.09,0.09,0.08,0.07,0.08,0.08,0.08,-999,-999,0.19,0.21,0.25,0.22,0.21
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140502,0.20,0.19,0.20,0.20,0.20,0.22,0.32,0.31,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.20,0.21,0.20,0.19,0.19,0.19,0.19,0.20,0.19
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140503,0.20,0.20,0.20,0.25,0.21,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.24,0.24,0.26,0.27,0.28
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140504,0.27,0.28,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.25,0.24,0.24,0.26,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.25
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140505,0.25,0.26,0.26,0.26,0.25,0.25,0.27,0.29,0.31,0.30,0.29,0.29,0.27,0.26,0.26,0.26,0.27,0.25,0.25,0.26,0.29,0.37,0.53,0.56
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140506,0.58,0.56,0.45,0.41,0.42,0.46,0.41,0.46,0.52,0.42,0.33,0.28,0.34,0.30,0.28,0.29,0.29,0.27,0.26,0.26,0.27,0.28,0.27,0.27
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140507,0.27,0.27,0.27,0.27,0.29,0.32,0.32,0.34,0.31,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.29,0.29,0.27,0.28,0.34,0.39,0.41,0.35
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140508,0.35,0.30,0.36,0.41,0.33,0.33,0.34,0.36,0.33,0.34,0.37,0.34,0.33,0.33,0.34,0.34,0.36,0.34,-999,0.17,0.18,0.20,0.20,0.18
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140509,0.17,0.16,0.15,0.18,0.17,0.24,0.25,0.27,0.28,0.23,0.22,0.21,0.20,0.22,0.20,0.20,0.20,0.20,0.22,0.20,0.20,0.20,0.18,0.19
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140510,0.19,0.19,0.20,0.20,0.20,0.20,0.22,0.23,0.23,0.22,0.21,0.21,0.21,0.22,0.21,0.20,0.20,0.21,0.21,0.21,0.24,0.27,0.29,0.31
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140511,0.29,0.29,0.28,0.28,0.25,0.24,0.27,0.28,0.26,0.26,0.26,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.26,0.26,0.28,0.25,0.36,0.41
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140512,0.29,0.42,0.40,0.26,0.23,0.24,0.26,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.20,0.20,0.21,0.23,0.26,0.32,0.33
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140513,0.33,0.26,0.24,0.22,0.23,0.25,0.30,0.32,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.23,0.24,0.26,0.26,0.27,0.22
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140514,0.27,0.24,0.21,0.24,0.28,0.29,0.38,0.37,0.29,0.22,0.19,0.18,0.17,0.17,0.17,0.21,0.18,0.19,0.17,0.17,0.22,0.22,0.20,0.20
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140515,0.19,0.19,0.21,0.20,0.20,0.21,0.23,0.25,0.30,0.28,0.25,0.36,0.36,0.28,0.26,0.26,0.27,0.26,-999,0.17,0.20,0.26,0.23,0.25
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140516,0.24,0.21,0.18,0.18,0.19,0.19,0.22,0.26,0.25,0.23,0.25,0.25,0.23,0.22,0.22,0.27,0.27,0.30,0.23,0.22,0.25,0.32,0.36,0.34
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140517,0.32,0.28,0.29,0.25,0.24,0.29,0.32,0.26,0.27,0.28,0.27,0.32,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.29,0.33,0.32,0.26
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140518,0.25,0.29,0.34,0.31,0.31,0.31,0.30,0.29,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.29,0.28,0.28,0.21,0.21,0.23,0.22,0.21,0.21
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140519,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.26,0.25,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.29,0.30
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140520,0.30,0.33,0.31,0.33,0.33,0.41,0.41,0.40,0.31,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.25,0.24,0.25,0.20,0.38,0.86,0.76
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140521,0.81,0.75,0.52,0.27,0.18,0.18,0.21,0.23,0.24,0.22,0.20,0.21,0.21,0.20,0.21,0.21,0.22,0.23,0.19,0.20,0.22,0.21,0.20,0.19
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140522,0.20,0.20,0.19,0.24,0.19,0.19,0.24,0.29,0.28,0.30,0.34,0.28,0.25,0.24,0.24,0.24,0.24,0.25,-999,0.22,0.22,0.24,0.22,0.21
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140523,0.21,0.20,0.18,0.17,0.17,0.18,0.19,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.20,0.21,0.21,0.21,0.20,0.22,0.24,0.48,0.60,0.35
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140524,0.29,0.28,0.23,0.21,0.20,0.21,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.24,0.24,0.23,0.24,0.25,0.29,0.31,0.31
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140525,0.27,0.34,0.37,0.30,0.28,0.27,0.27,0.28,0.29,0.28,0.27,0.29,0.34,0.30,0.30,0.30,0.30,0.29,0.30,0.32,0.32,0.34,0.36,0.33
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140526,0.33,0.33,0.34,0.32,0.32,0.34,0.32,0.33,0.37,0.37,0.35,0.35,0.29,0.25,0.22,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140527,0.21,0.21,0.21,0.22,0.23,0.23,0.28,0.27,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.25,0.30,0.29,0.25
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140528,0.25,0.26,0.26,0.25,0.26,0.28,0.38,0.31,0.29,-999,0.29,0.30,0.30,0.30,0.29,0.29,0.34,0.31,0.27,0.28,0.29,0.30,0.27,0.28
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140529,0.28,0.29,0.28,0.28,0.29,0.30,0.36,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.30,0.30,0.31,0.29,-999,0.19,0.19,0.19,0.20,0.20
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140530,0.21,0.20,0.20,0.21,0.21,0.22,0.25,0.26,0.24,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.39,0.70,0.57
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140531,0.51,0.38,0.34,0.30,0.26,0.30,0.30,0.31,0.30,0.28,0.28,0.27,0.26,0.26,0.25,0.26,0.25,0.25,0.27,0.27,0.27,0.29,0.30,0.31
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140601,0.28,0.28,0.31,0.34,0.29,0.27,0.29,0.29,0.27,0.35,0.30,0.30,0.31,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.20,0.22,0.23,0.22
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140602,0.22,0.22,0.20,0.20,0.22,0.24,0.27,0.30,0.29,0.31,0.27,0.24,0.21,0.22,0.19,0.21,0.20,0.21,0.20,0.20,0.23,0.33,0.44,0.61
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140603,0.44,0.29,0.34,0.47,0.33,0.25,0.23,0.26,0.34,0.27,0.22,0.23,0.23,0.24,0.26,0.26,0.24,0.25,0.24,0.25,0.27,0.26,0.24,0.23
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140604,0.22,0.23,0.23,0.23,0.23,0.23,0.24,0.26,0.27,0.26,0.25,0.25,0.26,0.26,0.31,0.27,0.27,0.27,0.26,0.26,0.26,0.28,0.35,0.33
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140605,0.41,0.41,0.31,0.28,0.30,0.30,0.29,0.31,0.32,0.31,0.32,0.29,0.29,0.28,0.28,0.29,0.29,-999,-999,0.15,0.14,0.15,0.15,0.16
CO,080211,Saskatoon,SK,52.13613,-106.66293,20140606,0.16,0.16,0.16,0.17,0.18,0.19,0.23,0.22,0.20,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.20,0.19,0.18,0.18,0.20,0.31,0.50,0.63
