Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010102,St Johns,NL,47.56038,-52.7115,20140421,0.16,0.16,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.15,0.17,0.16,0.16,0.17,0.18,0.21,0.18,0.21,0.19,0.19,0.19,0.17,0.18,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140422,0.17,0.16,0.16,0.16,0.15,0.17,0.18,0.21,0.19,0.20,0.18,0.17,0.19,0.22,0.30,0.39,0.44,0.28,0.33,0.26,0.25,0.28,0.22,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140423,0.20,0.16,0.17,0.16,0.17,0.16,0.18,-999,0.40,0.24,0.30,0.25,0.25,0.22,0.25,0.34,0.29,0.21,0.30,0.28,0.23,0.21,0.23,0.24
CO,010102,St Johns,NL,47.56038,-52.7115,20140424,0.20,0.26,0.23,0.16,0.16,0.16,0.22,0.22,0.22,0.22,0.23,0.22,0.25,0.25,0.26,0.32,0.27,0.22,0.25,0.26,0.22,0.23,0.23,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20140425,0.26,0.28,0.23,0.17,0.16,0.16,0.18,0.19,0.18,0.20,0.19,0.26,0.25,0.24,0.23,0.39,0.33,0.29,0.25,0.26,0.27,0.27,0.33,0.26
CO,010102,St Johns,NL,47.56038,-52.7115,20140426,0.29,0.34,0.26,0.21,0.19,0.19,0.20,0.21,0.21,0.25,0.25,0.18,0.21,0.22,0.18,0.15,0.15,0.19,0.17,0.15,0.17,0.34,0.27,0.24
CO,010102,St Johns,NL,47.56038,-52.7115,20140427,0.17,0.16,0.15,0.13,0.12,0.12,0.13,0.12,0.12,0.17,0.21,0.18,0.22,0.20,0.22,0.16,0.26,0.21,0.24,0.17,0.17,0.15,0.14,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20140428,0.12,0.15,0.12,0.11,0.12,0.12,0.13,0.16,0.13,0.14,0.15,0.18,0.16,0.19,0.17,0.29,0.24,0.17,0.19,0.17,0.17,0.18,0.21,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140429,0.14,0.16,0.13,0.13,0.13,0.13,0.13,0.16,0.14,0.14,0.15,0.17,0.18,0.15,0.20,0.20,0.33,0.21,0.21,0.22,0.19,0.20,0.23,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140430,0.18,0.23,0.15,0.15,0.15,0.15,0.20,-999,0.18,0.18,0.16,0.23,0.18,0.22,0.20,0.30,0.31,0.25,0.21,0.23,0.27,0.36,0.33,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140501,0.23,0.20,0.17,0.16,0.15,0.19,0.21,0.23,0.14,0.14,0.13,0.14,0.17,0.23,0.21,0.29,0.30,0.24,0.24,0.19,0.25,0.26,0.18,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20140502,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.26,0.15,0.16,0.15,0.15,0.17,0.23,0.17,0.21,0.17,0.16,0.15,0.34,0.20,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140503,0.21,0.19,0.21,0.17,0.16,0.14,0.16,0.19,0.18,0.17,0.16,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140504,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.14,0.14,0.17,0.18,0.15,0.19,0.14,0.19,0.22,0.24,0.25,0.33,0.32,0.18,0.15,0.12,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140505,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.09,0.10,0.11,0.19,0.21,0.17,0.16,0.23,0.24,0.18,0.20,0.19,0.20,0.23,0.31,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140506,0.15,0.20,0.15,0.14,0.15,0.16,0.16,0.21,0.21,0.17,0.19,0.19,0.16,0.18,0.19,0.28,0.21,0.22,0.17,0.16,0.16,0.28,0.16,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140507,0.16,0.15,0.14,0.13,0.14,0.14,0.15,-999,0.16,0.14,0.13,0.16,0.14,0.14,0.17,0.21,0.26,0.20,0.26,0.17,0.16,0.33,0.18,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140508,0.16,0.21,0.14,0.14,0.14,0.15,0.18,0.18,0.23,0.20,0.19,0.26,0.21,0.21,0.24,0.45,0.33,0.20,0.24,0.22,0.27,0.30,0.34,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20140509,0.18,0.22,0.17,0.15,0.15,0.18,0.17,0.32,0.17,0.18,0.17,0.21,0.20,0.26,0.22,0.19,0.17,0.16,0.18,0.18,0.20,0.22,0.20,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20140510,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.11,0.11
CO,010102,St Johns,NL,47.56038,-52.7115,20140511,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.10,0.10,0.12,0.16,0.18,0.18,0.16,0.29,0.22,0.19,0.21,0.15,0.14,0.21,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140512,0.14,0.12,0.12,0.11,0.12,0.13,0.13,0.23,0.11,0.11,0.11,0.13,0.12,0.14,0.17,0.30,0.19,0.17,0.16,0.16,0.16,0.17,0.16,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140513,0.14,0.15,0.14,0.14,0.14,0.15,0.19,0.16,0.13,0.16,0.14,0.15,0.13,0.15,0.15,0.26,0.25,0.20,0.18,0.24,0.16,0.20,0.23,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140514,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.18,0.19,0.16,0.17,0.22,0.18,0.28,0.19,0.19,0.30,0.25,0.24,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140515,0.15,0.16,0.14,0.13,0.14,0.13,0.13,0.15,0.19,0.22,0.18,0.18,0.16,0.15,0.16,0.19,0.19,0.15,0.15,0.20,0.16,0.15,0.13,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140516,0.12,0.12,0.12,0.11,0.11,0.12,0.17,0.25,0.17,0.14,0.15,0.18,0.37,0.24,0.14,0.21,0.15,0.16,0.21,0.20,0.21,0.27,0.21,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140517,0.16,0.17,0.15,0.16,0.13,0.15,0.17,0.20,0.18,0.19,0.20,0.20,0.14,0.15,0.17,0.15,0.15,0.14,0.16,0.17,0.16,0.16,0.20,0.28
CO,010102,St Johns,NL,47.56038,-52.7115,20140518,0.21,0.22,0.22,0.16,0.11,0.11,0.12,0.12,0.13,0.14,0.16,0.16,0.14,0.19,0.16,0.19,0.20,0.24,0.18,0.17,0.20,0.28,0.15,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140519,0.09,0.09,0.15,0.11,0.10,0.09,0.06,0.07,0.27,0.08,0.06,0.14,0.17,0.16,0.18,0.20,0.14,0.21,0.29,0.22,0.23,0.22,0.20,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140520,0.16,0.18,0.15,0.14,0.15,0.15,0.22,0.20,0.18,0.15,0.16,0.16,0.20,0.15,0.18,0.29,0.16,0.15,0.17,0.16,0.14,0.15,0.15,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140521,0.13,0.13,0.12,0.13,0.14,0.13,0.15,0.17,0.17,0.20,0.17,0.20,0.20,0.23,0.24,0.29,0.39,0.35,0.36,0.46,0.36,0.28,0.20,0.36
CO,010102,St Johns,NL,47.56038,-52.7115,20140522,0.17,0.17,0.13,0.14,0.13,0.13,0.14,0.17,0.19,0.21,0.20,0.13,0.13,0.13,0.18,0.39,0.31,0.29,0.20,0.33,0.29,0.27,0.23,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140523,0.17,0.23,0.16,0.16,0.16,0.15,0.14,0.19,0.14,0.16,0.14,0.13,0.13,0.14,0.18,0.15,0.14,0.13,0.15,0.16,0.16,0.14,0.16,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140524,0.16,0.13,0.15,0.22,0.13,0.11,0.14,0.12,0.13,0.20,0.26,0.24,0.22,0.24,0.23,0.24,0.29,0.31,0.27,0.42,0.23,0.36,0.29,0.25
CO,010102,St Johns,NL,47.56038,-52.7115,20140525,0.24,0.27,0.32,0.27,0.13,0.13,0.13,0.12,0.12,0.15,0.15,0.18,0.19,0.17,0.17,0.30,0.21,0.15,0.25,0.16,0.25,0.39,0.13,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140526,0.16,0.12,0.15,0.11,0.11,0.11,0.12,0.13,0.13,0.15,0.13,0.18,0.17,0.22,0.20,0.25,0.24,0.18,0.25,0.21,0.18,0.18,0.23,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20140527,0.15,0.15,0.14,0.14,0.14,0.14,0.16,0.25,0.19,0.20,0.18,0.20,0.20,0.17,0.18,0.30,0.28,0.23,0.17,0.22,0.17,1.35,0.21,0.82
CO,010102,St Johns,NL,47.56038,-52.7115,20140528,0.14,0.14,0.13,0.11,0.11,0.11,0.13,0.16,-999,0.12,0.13,0.14,0.14,0.15,0.15,0.22,0.18,0.14,0.14,0.14,0.17,0.14,0.19,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140529,0.13,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.16,0.17,0.18,0.20,0.46,0.27,0.26,0.30,0.67,0.32,0.23,0.19,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140530,0.19,0.20,0.19,0.16,0.13,0.13,0.14,0.18,0.16,0.18,0.21,0.20,0.41,0.25,0.24,0.32,0.27,0.25,0.22,0.18,0.18,0.16,0.15,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140531,0.16,0.15,0.15,0.13,0.13,0.13,0.13,0.24,0.17,0.16,0.16,0.19,0.23,0.22,0.20,0.19,0.14,0.13,0.16,0.15,0.13,0.13,0.14,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140601,0.11,0.11,0.13,0.13,0.11,0.10,0.16,0.12,0.12,0.13,0.14,0.15,0.21,0.16,0.22,0.20,0.22,0.19,0.19,0.16,0.21,0.18,0.11,0.10
CO,010102,St Johns,NL,47.56038,-52.7115,20140602,0.10,0.09,0.10,0.10,0.11,0.13,0.12,0.11,0.12,0.14,0.14,0.19,0.21,0.16,0.15,0.18,0.19,0.13,0.15,0.21,0.21,0.17,0.15,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140603,0.12,0.12,0.11,0.12,0.12,0.13,0.16,0.18,0.13,0.18,0.15,0.22,0.27,0.32,0.38,0.32,0.25,0.28,0.47,0.36,0.24,0.33,0.17,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20140604,0.15,0.15,0.12,0.11,0.11,0.12,0.16,0.16,-999,0.17,0.16,0.29,0.22,0.26,0.29,0.45,0.59,0.25,0.14,0.23,0.37,0.26,0.26,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140605,0.11,0.12,0.11,0.09,0.08,0.10,0.14,0.13,0.14,0.17,0.28,0.27,0.23,0.23,0.12,0.16,0.21,0.34,0.39,0.37,0.29,0.22,0.16,0.11
CO,010102,St Johns,NL,47.56038,-52.7115,20140606,0.12,0.15,0.17,0.11,0.11,0.11,0.12,0.15,0.15,0.12,0.12,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.19,0.28,0.43,0.23,0.33,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20140607,0.35,0.35,0.24,0.17,0.12,0.12,0.11,0.14,0.23,0.31,0.26,0.18,0.15,0.20,0.37,0.33,0.19,0.16,0.17,0.22,0.16,0.14,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140608,0.23,0.30,0.24,0.17,0.13,0.12,0.13,0.15,0.15,0.16,0.17,0.16,0.15,0.25,0.19,0.22,0.25,0.25,0.26,0.13,0.12,0.12,0.11,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140609,0.10,0.10,0.11,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.17,0.11,0.14,0.20,0.31,0.26,0.20,0.21,0.21,0.18,0.18,0.15,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140610,0.14,0.14,0.13,0.13,0.14,0.14,0.16,0.21,0.18,0.17,0.18,0.17,0.17,0.15,0.16,0.20,0.17,0.20,0.26,0.25,0.40,0.20,0.11,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140611,0.14,0.16,0.12,0.10,0.11,0.10,0.10,0.18,0.12,0.17,0.12,0.16,0.17,0.21,0.20,0.39,0.21,0.20,0.20,0.19,0.18,0.30,0.22,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140612,0.16,0.14,0.12,0.11,0.12,0.12,0.13,0.13,0.18,0.15,0.13,0.13,0.20,0.14,0.15,0.20,0.16,0.18,0.21,0.21,0.20,0.18,0.18,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140613,0.13,0.15,0.13,0.12,0.11,0.11,0.13,0.17,0.14,0.15,0.15,0.15,0.20,0.27,0.22,0.44,0.28,0.28,0.26,0.27,0.42,0.22,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140614,0.14,0.18,0.12,0.11,0.11,0.12,0.13,0.12,0.14,0.32,0.22,0.16,0.17,0.21,0.21,0.43,0.53,0.33,0.35,0.43,0.19,0.19,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140615,0.13,0.12,0.12,0.10,0.10,0.10,0.11,0.11,0.12,0.18,0.16,0.19,0.21,0.23,0.30,0.31,0.19,0.16,0.16,0.17,0.20,0.21,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140616,-999,0.11,0.14,0.11,0.10,0.09,0.10,0.08,0.06,0.12,0.06,0.06,0.14,0.14,0.14,0.12,0.13,0.13,0.17,0.16,0.16,0.16,0.22,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140617,0.21,0.19,0.27,0.17,0.14,0.15,0.15,0.12,0.16,0.13,0.11,0.12,0.11,0.12,0.13,0.12,0.19,0.15,0.15,0.21,0.17,0.19,0.30,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140618,0.17,0.14,0.13,0.13,0.14,0.15,0.18,0.24,0.35,0.46,0.19,0.26,0.22,0.27,0.21,0.24,0.28,0.26,0.33,0.44,0.36,0.39,0.47,0.58
CO,010102,St Johns,NL,47.56038,-52.7115,20140619,0.39,0.39,0.17,0.14,0.15,0.15,0.15,0.19,0.22,0.17,0.19,0.18,0.16,0.16,0.19,0.18,0.32,0.20,0.14,0.14,0.15,0.14,0.15,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140620,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.14,0.13,0.16,0.16,0.17,0.18,0.15,0.16,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140621,0.13,0.19,0.19,0.12,0.12,0.12,0.19,0.18,0.15,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140622,0.12,0.12,0.11,0.10,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.15,0.12,0.13,0.14,0.13,0.12,0.15,0.19,0.35,0.16,0.13,0.15,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140623,-999,0.11,0.09,0.09,0.09,0.10,0.09,0.09,0.05,0.06,0.10,0.11,0.10,0.11,0.23,0.21,0.13,0.15,0.18,0.23,0.20,0.19,0.15,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140624,0.14,0.13,0.13,0.13,0.13,0.15,0.18,0.17,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.16,0.13,0.14,0.16,0.16,0.15,0.16,0.13,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140625,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140626,0.11,0.11,0.12,0.12,0.12,0.12,0.17,0.15,0.11,0.18,0.23,0.24,0.21,0.19,0.25,0.32,0.38,0.28,0.23,0.29,0.34,0.26,0.34,0.25
CO,010102,St Johns,NL,47.56038,-52.7115,20140627,0.23,0.22,0.22,0.17,0.14,0.15,0.19,0.24,0.17,0.21,0.25,0.30,0.29,0.25,0.25,0.43,0.27,0.19,0.30,0.31,0.23,0.24,0.32,0.27
CO,010102,St Johns,NL,47.56038,-52.7115,20140628,0.25,0.28,0.40,0.16,0.14,0.13,0.14,0.15,0.15,0.17,0.20,0.20,0.21,0.22,0.22,0.25,0.25,0.31,0.32,0.33,0.26,0.28,0.28,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140629,0.28,0.22,0.22,0.24,0.12,0.11,0.11,0.11,0.12,0.12,0.16,0.15,0.18,0.26,0.23,0.25,0.24,0.19,0.20,0.22,0.28,0.15,0.13,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140630,0.16,0.14,0.15,0.11,0.12,0.12,0.12,0.24,0.11,0.16,0.14,0.19,0.22,0.15,0.14,0.16,0.15,0.22,0.21,0.28,0.27,0.22,0.20,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140701,0.21,0.21,0.20,0.19,0.17,0.18,0.17,0.18,0.36,0.17,0.23,0.22,0.25,0.21,0.18,0.18,0.16,0.18,0.19,0.18,0.17,0.17,0.16,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140702,0.16,0.16,0.15,0.17,0.15,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.16,0.14,0.13,0.13,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140703,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.16,0.15,0.15,-999,0.17,0.15,0.14,0.13,0.15,0.14,0.14,0.16,0.16,0.16,0.14,0.13,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140704,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.18,0.19,0.19,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140705,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.15,0.14,0.20,0.14,0.14,0.13,0.15,0.12,0.10,0.09,0.09
CO,010102,St Johns,NL,47.56038,-52.7115,20140706,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.11,0.11,0.11,0.11,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20140707,0.11,0.11,0.10,0.11,0.12,0.12,0.11,0.11,0.11,0.10,0.09,0.17,0.14,0.15,0.16,0.16,0.16,0.18,0.21,0.23,0.20,0.20,0.19,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20140708,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.13,0.13,0.11,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140709,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.17,0.18,0.17,0.18,0.16,0.16,0.17,0.16,0.16,0.18,0.19,0.17,0.15,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140710,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.14,0.15,0.15,-999,0.13,0.13,0.13,0.13,0.15,0.14,0.14,0.18,0.20,0.20,0.17,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140711,0.12,0.13,0.13,0.14,0.15,0.16,0.16,0.20,0.18,0.19,0.19,0.16,0.17,0.18,0.15,0.16,0.16,0.16,0.18,0.18,0.18,0.17,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140712,0.14,0.10,0.12,0.12,0.14,0.14,0.15,0.17,0.17,0.15,0.16,0.14,0.15,0.19,0.24,0.32,0.27,0.17,0.41,0.37,0.23,0.20,0.23,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20140713,0.18,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.16,0.17,0.20,0.18,0.24,0.19,0.20,0.19,0.16,0.18,0.17,0.19,0.24,0.17,0.16,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140714,0.12,0.12,0.12,0.12,0.12,0.13,0.15,0.12,0.10,0.08,0.10,0.15,0.15,0.18,0.16,0.15,0.14,0.16,0.18,0.19,0.21,0.20,0.18,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140715,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.20,0.19,0.19,0.21,0.21,0.20,0.24,0.26,0.25,0.23,0.22,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140716,0.20,0.18,0.18,0.19,0.19,0.20,0.21,0.21,0.21,0.17,0.15,0.14,0.13,0.12,0.16,0.14,0.14,0.15,0.19,0.21,0.17,0.15,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140717,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.10,0.11,0.11,0.11,0.12,0.10,0.11,0.13,0.12,0.13,0.14,0.16,0.16,0.16,0.14,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20140718,0.14,0.14,0.14,0.14,0.14,0.14,0.11,0.12,0.11,0.11,-999,0.13,0.12,0.13,0.13,0.17,0.20,0.16,0.20,0.20,0.21,0.17,0.18,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140719,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.16,0.16,0.16,0.13,0.18,0.17,0.17,0.19,0.23,0.21,0.23,0.28,0.25,0.20,0.28,0.29
CO,010102,St Johns,NL,47.56038,-52.7115,20140720,0.31,0.28,0.23,0.19,0.15,0.12,0.12,0.12,0.13,0.13,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.18,0.20,0.20,0.23,0.16,0.16,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140721,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.07,0.06,0.06,0.16,0.14,0.15,0.17,0.17,0.20,0.22,0.28,0.31,0.33,0.30,0.26,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140722,0.19,0.18,0.19,0.21,0.22,0.27,0.24,0.26,0.24,0.21,0.27,0.25,0.30,0.30,0.26,0.32,0.29,0.35,0.26,0.33,0.28,0.27,0.22,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20140723,0.18,0.18,0.18,0.17,0.18,0.19,0.19,0.23,0.24,0.17,0.16,0.17,0.18,0.15,0.17,0.17,0.16,0.18,0.21,0.23,0.25,0.20,0.19,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20140724,0.18,0.18,0.18,0.18,0.19,0.19,0.16,0.15,0.14,0.15,0.17,0.17,0.18,0.19,0.19,0.18,0.17,0.17,0.22,0.25,0.28,0.25,0.21,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20140725,0.17,0.16,0.17,0.20,0.21,0.19,0.18,0.21,0.18,0.16,-999,0.16,0.13,0.16,0.13,0.14,0.11,0.13,0.13,0.13,0.14,0.13,0.12,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140726,0.13,0.13,0.13,0.11,0.12,0.15,0.14,0.14,0.17,0.19,0.26,0.21,0.21,0.18,0.22,0.27,0.27,0.36,0.37,0.38,0.22,0.19,0.19,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20140727,0.19,0.18,0.19,0.18,0.18,0.19,0.21,0.21,0.27,0.30,0.23,0.23,0.25,0.28,0.26,0.25,0.27,0.28,0.41,0.38,0.39,0.27,0.25,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140728,0.22,0.21,0.21,0.20,0.21,0.24,0.23,0.24,0.20,0.22,0.23,0.24,0.20,0.20,0.21,0.21,0.20,0.24,0.28,0.31,0.28,0.32,0.32,0.26
CO,010102,St Johns,NL,47.56038,-52.7115,20140729,0.25,0.23,0.19,0.18,0.17,0.17,0.14,0.13,0.12,0.13,0.11,0.13,0.18,0.14,0.15,0.19,0.16,0.18,0.20,0.20,0.19,0.18,0.21,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20140730,0.17,0.21,0.21,0.20,0.25,0.23,0.27,0.26,0.12,0.11,0.12,0.12,0.13,-999,0.11,0.13,0.12,0.12,0.14,0.17,0.20,0.18,0.15,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20140731,0.14,0.13,0.14,0.14,0.15,0.15,0.15,0.14,0.18,0.12,0.12,0.15,0.17,0.17,0.19,0.16,0.16,0.15,0.21,0.27,0.37,0.22,0.20,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20140801,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.12,0.13,0.14,-999,0.15,0.12,0.12,0.11,0.11,0.10,0.11,0.13,0.14,0.17,0.13,0.13,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20140802,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.14,0.16,0.18,0.21,0.19,0.20,0.22,0.30,0.23,0.22,0.21,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140803,0.20,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.19,0.21,0.20,0.21,0.22,0.24,0.26,0.25,0.27,0.25,0.30,0.34,0.31,0.24,0.24,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20140804,0.21,0.22,0.22,0.21,0.20,0.21,0.17,0.15,0.14,0.14,0.14,0.23,0.31,0.25,0.24,0.33,0.28,0.31,0.31,1.05,0.34,0.44,0.39,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,20140805,0.27,0.32,0.23,0.19,0.19,0.19,0.18,0.28,0.22,0.24,0.18,0.21,0.24,0.19,0.21,0.23,0.19,0.18,0.22,0.27,0.28,0.23,0.23,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20140806,0.21,0.21,0.22,0.22,0.22,0.24,0.19,0.21,0.19,0.18,0.18,0.19,0.20,0.18,0.20,0.19,0.17,0.18,0.20,0.21,0.22,0.24,0.23,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20140807,0.23,0.23,0.23,0.23,0.24,0.24,0.22,0.30,0.24,0.26,0.23,0.27,0.23,0.26,0.29,0.24,0.29,0.24,0.31,0.32,0.35,0.29,0.30,0.29
CO,010102,St Johns,NL,47.56038,-52.7115,20140808,0.19,0.20,0.20,0.21,0.22,0.22,0.22,0.16,0.19,0.17,-999,0.18,0.17,0.17,0.19,0.19,0.17,0.17,0.19,0.18,0.18,0.17,0.17,0.17
